Time,Id,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,Label
1070000000.058745,033,17,DC,C9,7F,6D,C5,C7,D0,Benign
1070000000.059987,354,20,32,40,00,00,05,74,00,Benign
1070000000.061005,5E1,89,1F,A0,07,0A,00,C4,80,Benign
1070000000.061007,28B,00,00,00,00,00,00,00,00,Benign
1070000000.061008,0A7,00,51,2A,25,A1,2D,70,A0,Benign
1070000000.061009,66C,00,80,10,00,20,00,00,20,Benign
1070000000.062066,2D2,00,00,40,00,00,00,00,00,Benign
1070000000.062068,3C1,7B,55,1F,BB,53,51,E9,2E,Benign
1070000000.062069,55C,10,1B,00,00,42,84,30,00,Benign
1070000000.064393,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.065392,00E,20,55,96,02,08,09,70,10,Benign
1070000000.066439,32D,00,00,04,20,AC,01,00,20,Benign
1070000000.06644,193,00,08,08,03,E8,08,00,00,Benign
1070000000.066441,20E,4E,20,03,A4,9A,3F,6F,F7,Benign
1070000000.067425,522,DF,7F,D0,00,7E,18,00,1C,Benign
1070000000.067428,366,7F,DD,C8,02,01,47,CE,38,Benign
1070000000.067429,580,00,00,00,05,61,87,ED,20,Benign
1070000000.06743,434,00,C7,20,AC,6C,CA,2D,40,Benign
1070000000.068452,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.068454,125,90,00,40,9F,40,3E,BD,60,Benign
1070000000.068455,6E0,08,03,07,F7,07,FC,07,FE,Benign
1070000000.068456,4E7,00,00,00,13,03,76,00,00,Benign
1070000000.069501,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.069503,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.069504,662,4C,80,00,00,40,00,00,00,Benign
1070000000.069505,684,4C,D5,80,19,41,66,D0,1E,Benign
1070000000.069506,636,24,9C,8E,81,29,80,20,00,Benign
1070000000.070501,2D7,10,00,60,D8,00,00,00,08,Benign
1070000000.070502,19C,10,90,20,0B,C2,00,28,20,Benign
1070000000.070503,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.070504,354,20,32,40,00,00,05,74,00,Benign
1070000000.071467,5E1,89,1F,A0,07,0A,00,C0,80,Benign
1070000000.071473,0D0,42,58,04,60,B5,09,36,00,Benign
1070000000.071479,033,17,DC,C1,77,FE,05,C7,D0,Benign
1070000000.07148,274,58,F2,08,F4,10,7C,AD,BF,Benign
1070000000.072525,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.072526,162,2F,A8,03,24,B0,12,57,CD,Benign
1070000000.072527,0A7,00,51,2A,A5,91,2D,70,A0,Benign
1070000000.072528,498,84,00,20,00,B2,82,4E,48,Benign
1070000000.073516,3E4,00,D4,00,00,84,00,00,00,Benign
1070000000.073517,65C,40,08,63,66,2C,70,00,00,Benign
1070000000.073518,577,00,00,08,00,00,00,01,44,Benign
1070000000.073519,230,FC,00,00,02,D4,00,06,00,Benign
1070000000.074672,00E,20,55,96,02,08,09,70,0A,Benign
1070000000.075679,585,00,40,00,00,00,02,00,18,Benign
1070000000.076682,6E0,08,05,07,F7,07,FC,07,FD,Benign
1070000000.076684,107,00,00,00,00,00,00,00,00,Benign
1070000000.076685,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.077711,125,90,00,40,9F,40,3E,9F,60,Benign
1070000000.078735,295,00,00,00,00,00,00,18,40,Benign
1070000000.078736,0D0,4A,58,04,60,B2,09,38,00,Benign
1070000000.078737,033,17,DC,B9,77,FE,45,C7,D0,Benign
1070000000.080106,354,20,32,40,00,00,05,6C,80,Benign
1070000000.081126,5E1,89,1F,A0,07,0A,00,C0,80,Benign
1070000000.081128,28B,00,00,00,00,00,00,00,00,Benign
1070000000.081129,0A7,00,51,2A,25,A1,2D,70,A0,Benign
1070000000.08113,5B3,04,00,00,00,00,00,04,00,Benign
1070000000.082101,407,39,B2,62,70,01,41,7D,E0,Benign
1070000000.083146,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.083147,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.084138,0F4,9A,0C,01,02,04,B1,02,40,Benign
1070000000.085164,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.085165,00E,20,55,96,02,08,09,70,10,Benign
1070000000.086176,193,00,08,08,03,E8,08,00,00,Benign
1070000000.086177,20E,4E,20,03,A4,9A,BF,CF,F7,Benign
1070000000.087186,3C1,7B,55,1F,BC,12,12,69,2E,Benign
1070000000.087187,522,DF,7F,D0,00,7D,A0,00,1C,Benign
1070000000.087188,366,80,1D,C8,02,01,47,CE,38,Benign
1070000000.087189,580,00,00,00,05,5A,07,ED,20,Benign
1070000000.088206,434,00,E7,00,AC,DD,4A,BD,D0,Benign
1070000000.088207,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.088208,125,90,00,40,9F,40,20,61,60,Benign
1070000000.088209,6E0,08,05,07,F7,07,FE,07,FE,Benign
1070000000.089225,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.089227,662,4C,80,00,00,40,00,00,00,Benign
1070000000.089228,19C,14,8C,20,0B,C2,00,28,20,Benign
1070000000.089228,0D0,52,58,04,62,B1,09,38,00,Benign
1070000000.090244,033,17,D4,B1,7D,1E,85,C7,D0,Benign
1070000000.090245,274,58,F2,0A,F2,10,7C,AD,BF,Benign
1070000000.090246,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.090247,498,84,00,20,00,B1,82,4E,49,Benign
1070000000.090248,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.091228,354,20,32,80,00,00,05,55,80,Benign
1070000000.091229,5E1,89,1F,80,07,0A,00,C4,80,Benign
1070000000.09123,162,2F,A8,03,24,B0,12,57,CD,Benign
1070000000.091231,0A7,00,51,2B,A5,A1,2D,70,A0,Benign
1070000000.092264,230,FB,00,00,02,D4,00,08,00,Benign
1070000000.094671,00E,20,55,96,02,08,09,70,1C,Benign
1070000000.095907,6E0,08,00,07,FE,07,FC,07,FB,Benign
1070000000.096937,107,00,00,00,00,00,00,00,00,Benign
1070000000.096939,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.09694,0BA,06,A8,15,C4,10,00,00,9C,Benign
1070000000.097953,125,90,00,40,9F,40,20,43,60,Benign
1070000000.098977,0D0,5A,58,04,62,B0,09,38,00,Benign
1070000000.098978,033,17,D4,A9,81,CE,C5,C7,D0,Benign
1070000000.099974,354,20,32,80,00,00,05,55,80,Benign
1070000000.100974,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.100975,28B,00,00,00,00,00,00,00,00,Benign
1070000000.100976,0A7,00,51,2B,25,A1,2D,70,A0,Benign
1070000000.100977,03D,00,01,C2,80,00,00,00,00,Benign
1070000000.104437,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.105455,00E,20,55,96,02,08,09,70,04,Benign
1070000000.106423,193,00,08,08,03,E8,08,00,00,Benign
1070000000.106425,20E,4E,20,07,A4,9B,BF,EF,EF,Benign
1070000000.106426,522,DF,7F,D0,00,7D,28,00,1C,Benign
1070000000.107458,366,80,1D,C8,02,01,47,CE,38,Benign
1070000000.107463,580,00,00,00,05,52,87,ED,20,Benign
1070000000.107464,434,01,05,A0,AD,6D,BB,2E,60,Benign
1070000000.107465,4FD,11,35,0A,5A,47,0A,4A,08,Benign
1070000000.107466,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.108458,125,90,00,40,9F,40,20,25,60,Benign
1070000000.108459,6E0,08,0D,07,FC,07,FE,07,FD,Benign
1070000000.10846,498,84,00,20,00,B0,82,4E,4A,Benign
1070000000.108461,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.109483,295,00,00,00,00,00,00,18,40,Benign
1070000000.109484,662,4C,80,00,00,40,00,00,00,Benign
1070000000.109485,19C,18,88,20,0B,C2,00,28,20,Benign
1070000000.109486,0D0,62,58,04,64,AF,09,38,00,Benign
1070000000.110497,033,17,D4,A1,81,CF,05,C7,D0,Benign
1070000000.110498,274,58,F2,0C,F0,10,7C,AD,BF,Benign
1070000000.110499,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.1105,354,20,32,80,00,00,05,4E,00,Benign
1070000000.11152,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.111521,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.111522,162,2F,A8,03,24,B0,12,57,CD,Benign
1070000000.111523,0A7,00,51,2B,A5,91,2D,70,A0,Benign
1070000000.111524,3C1,7B,55,1F,BC,D0,93,29,2E,Benign
1070000000.112515,464,00,02,40,00,00,90,19,55,Benign
1070000000.112516,230,FA,00,00,02,D4,00,0A,00,Benign
1070000000.114561,00E,20,55,96,02,08,09,70,16,Benign
1070000000.115767,6E0,08,05,07,F8,07,FF,07,FC,Benign
1070000000.116784,107,00,00,00,00,00,00,00,00,Benign
1070000000.116785,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.116786,32D,00,00,04,20,AC,01,00,20,Benign
1070000000.117803,125,90,00,40,9F,40,20,07,60,Benign
1070000000.118826,0D0,6A,58,04,64,AE,09,38,00,Benign
1070000000.118827,033,17,D4,99,81,CF,45,C7,D0,Benign
1070000000.118828,577,00,00,08,00,00,00,01,44,Benign
1070000000.120026,354,20,32,80,00,00,05,4E,00,Benign
1070000000.121041,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.121042,28B,00,00,00,00,00,00,00,00,Benign
1070000000.121043,0A7,00,51,2A,25,91,2D,70,A0,Benign
1070000000.121044,1CA,3F,F9,FF,80,00,00,0C,48,Benign
1070000000.124171,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.125167,00E,20,55,96,02,08,09,70,10,Benign
1070000000.126189,193,00,08,08,03,E8,08,00,00,Benign
1070000000.12619,20E,4E,20,07,A4,9C,3F,EF,FF,Benign
1070000000.1272,522,DF,7F,D0,00,7C,B0,00,1C,Benign
1070000000.127201,366,80,5D,C8,02,01,47,CE,38,Benign
1070000000.127202,580,00,00,00,05,4B,07,ED,20,Benign
1070000000.127203,434,01,26,20,AD,EE,4B,BE,D0,Benign
1070000000.128222,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.128223,125,90,00,40,9F,40,3F,E9,60,Benign
1070000000.128224,6E0,08,05,07,FE,08,01,07,FD,Benign
1070000000.128225,498,84,00,20,00,AD,82,4E,CB,Benign
1070000000.128226,230,F9,00,00,02,D4,00,0C,00,Benign
1070000000.129227,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.129228,662,4C,80,00,00,40,00,00,00,Benign
1070000000.129229,19C,1C,86,20,0B,82,00,28,20,Benign
1070000000.12923,0D0,72,58,04,66,AD,09,38,00,Benign
1070000000.130243,033,17,CC,91,78,8F,85,C7,D0,Benign
1070000000.130244,274,58,F2,0E,EE,10,7C,AD,BF,Benign
1070000000.130244,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.130245,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.131243,354,20,32,80,00,00,05,3F,00,Benign
1070000000.131244,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.131245,162,2F,A8,03,14,B0,12,57,CD,Benign
1070000000.131246,0A7,00,51,2B,25,A1,2D,70,A0,Benign
1070000000.132287,2C1,01,F4,2F,C7,CD,1F,46,9C,Benign
1070000000.132288,2A3,10,00,02,45,22,80,3C,0C,Benign
1070000000.132289,0F8,7E,DF,F4,FD,49,FB,A7,B8,Benign
1070000000.134619,00E,20,55,96,02,08,09,70,28,Benign
1070000000.135743,6E0,08,0D,07,FC,08,01,08,00,Benign
1070000000.136764,107,00,00,00,00,00,00,00,00,Benign
1070000000.136765,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.136766,3C1,7B,55,1F,BC,90,53,A9,2E,Benign
1070000000.136767,0BA,06,A8,15,84,10,00,00,9C,Benign
1070000000.137763,125,90,00,40,9F,40,3F,CB,60,Benign
1070000000.137764,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.138828,295,00,00,00,00,00,00,18,40,Benign
1070000000.138829,0D0,7A,58,04,66,AA,09,3A,00,Benign
1070000000.13883,033,17,CC,89,78,8F,C5,C7,D0,Benign
1070000000.139928,354,20,32,80,00,00,05,A8,00,Benign
1070000000.140969,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.14097,28B,00,00,00,00,00,00,00,00,Benign
1070000000.140971,6FC,00,00,07,00,32,C0,48,00,Benign
1070000000.140972,0A7,00,51,2A,A5,91,2D,70,A0,Benign
1070000000.141993,239,00,00,00,5C,80,00,2B,C0,Benign
1070000000.141994,03C,00,00,04,00,37,00,00,00,Benign
1070000000.141995,207,04,04,60,48,2A,DE,D5,18,Benign
1070000000.141996,4C9,01,F8,95,82,0D,02,F6,4B,Benign
1070000000.142988,1D6,02,0B,80,80,30,24,05,80,Benign
1070000000.144212,0D7,00,00,02,00,80,00,00,00,Benign
1070000000.145262,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.145263,00E,20,55,96,02,08,09,6F,FC,Benign
1070000000.146301,193,00,08,08,03,E8,08,00,00,Benign
1070000000.146302,20E,4E,20,03,A4,9C,3F,F0,07,Benign
1070000000.147329,522,DF,7F,D0,00,7C,38,00,1C,Benign
1070000000.14733,366,80,5D,C8,02,01,47,CE,38,Benign
1070000000.147331,580,00,00,00,05,43,87,ED,20,Benign
1070000000.147332,434,01,46,80,AE,7E,DC,3F,50,Benign
1070000000.147333,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.148297,125,90,00,40,9F,40,3F,AD,60,Benign
1070000000.148298,2B4,14,EA,90,00,00,00,58,00,Benign
1070000000.148299,6E0,08,0A,07,FE,08,02,07,FF,Benign
1070000000.1483,498,84,00,20,00,AA,82,4F,4C,Benign
1070000000.1493,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.149301,662,4C,80,00,00,40,00,00,00,Benign
1070000000.149302,19C,00,A2,20,0B,82,00,28,20,Benign
1070000000.149303,0D0,02,58,04,60,B9,09,3A,00,Benign
1070000000.150325,033,17,D5,01,7A,3C,05,C7,D0,Benign
1070000000.150326,274,58,F2,00,FC,10,7C,AD,BF,Benign
1070000000.150327,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.150328,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.151348,354,20,32,80,00,00,05,A8,00,Benign
1070000000.151349,5E1,89,1F,60,07,0A,00,C4,80,Benign
1070000000.15135,162,2F,A8,03,14,B0,12,57,CD,Benign
1070000000.151351,0A7,00,51,2B,A5,A1,2D,70,A0,Benign
1070000000.151352,497,00,00,00,00,00,00,00,00,Benign
1070000000.152402,230,F8,00,00,02,D4,00,0E,00,Benign
1070000000.154594,00E,20,55,96,02,08,09,70,16,Benign
1070000000.155615,2E2,18,08,0D,40,40,00,01,18,Benign
1070000000.155616,345,05,02,02,C2,3C,77,40,81,Benign
1070000000.155617,430,00,4C,44,8C,C2,80,11,A0,Benign
1070000000.155618,130,00,01,70,00,00,00,00,00,Benign
1070000000.156636,26E,01,06,40,82,89,16,0A,04,Benign
1070000000.156637,107,00,00,00,00,00,00,00,00,Benign
1070000000.156638,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.156639,6E0,08,05,07,FB,08,03,07,FE,Benign
1070000000.157634,4FD,11,36,0A,5A,49,0A,CA,08,Benign
1070000000.157635,125,90,00,40,9F,40,3F,8F,60,Benign
1070000000.158657,0D0,0A,58,04,60,B6,09,3C,00,Benign
1070000000.158658,033,17,D5,01,80,0C,45,B7,C0,Benign
1070000000.158659,025,00,00,02,88,40,40,12,01,Benign
1070000000.160032,354,20,32,80,00,00,05,A0,80,Benign
1070000000.161051,5E1,89,1F,60,07,0A,00,C0,80,Benign
1070000000.161052,28B,00,00,00,00,00,00,00,00,Benign
1070000000.161053,0A7,00,51,2B,25,A1,2D,70,A0,Benign
1070000000.161054,66C,00,80,10,00,20,00,00,20,Benign
1070000000.162071,2D2,00,00,48,00,00,00,00,00,Benign
1070000000.162072,3C1,7B,55,1F,BB,11,14,69,2E,Benign
1070000000.16418,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.165165,4CB,80,00,00,00,00,00,00,00,Benign
1070000000.165166,00E,20,55,96,02,08,09,6F,FC,Benign
1070000000.165167,280,10,00,02,00,00,00,00,00,Benign
1070000000.166192,193,00,08,08,03,E8,08,00,00,Benign
1070000000.166194,1C4,00,02,02,00,02,40,00,00,Benign
1070000000.16722,20E,4E,20,03,A4,9F,40,0F,FF,Benign
1070000000.167222,522,DF,7F,D0,00,7B,C0,00,1C,Benign
1070000000.167223,366,80,5D,C8,02,01,47,CE,38,Benign
1070000000.167224,580,00,00,00,05,3C,07,ED,20,Benign
1070000000.168236,434,01,68,60,AE,EF,5C,AF,E0,Benign
1070000000.168244,69E,04,40,04,7D,1F,C0,15,42,Benign
1070000000.168245,125,90,00,40,9F,40,3F,71,60,Benign
1070000000.168245,6E0,08,09,08,00,08,03,07,FE,Benign
1070000000.169205,4E7,00,00,00,13,03,76,00,00,Benign
1070000000.169206,153,00,00,00,00,00,0C,00,0A,Benign
1070000000.169207,FFF,00,00,00,00,00,00,00,00,Benign
1070000000.169208,295,00,00,00,00,00,00,18,40,Benign
1070000000.169209,662,4C,80,00,00,40,00,00,00,Benign
1070000000.170251,684,4C,D5,7F,59,41,66,D0,1E,Benign
1070000000.170253,636,24,9C,90,01,29,80,60,00,Benign
1070000000.170254,2D7,10,00,60,D8,00,00,00,08,Benign
1070000000.170255,2E1,00,00,00,00,00,00,00,04,Benign
1070000000.171275,354,20,32,80,00,00,05,91,80,Benign
1070000000.171277,5E1,89,1F,60,07,0A,00,C0,80,Benign
1070000000.171278,19C,04,9E,20,0B,82,00,28,20,Benign
1070000000.171279,0D0,12,58,04,62,B5,09,3C,00,Benign
1070000000.172273,033,17,CC,F9,80,0C,85,B7,C0,Benign
1070000000.172274,274,58,F2,02,FA,10,7C,AD,BF,Benign
1070000000.172275,0C0,60,00,00,00,00,00,00,00,Benign
1070000000.172276,162,2F,98,03,14,B0,12,57,CD,Benign
1070000000.173314,0A7,00,51,2B,A5,A1,2D,70,A0,Benign
1070000000.173316,2A4,2E,8C,02,1C,04,08,98,D0,Benign
1070000000.173317,498,84,00,20,00,A8,82,4F,8D,Benign
1070000000.173318,3E4,00,D4,00,00,84,00,00,00,Benign
1070000000.173319,32D,00,00,04,20,AC,01,00,20,Benign
1070000000.174303,65C,40,08,63,66,2C,60,00,00,Benign
1070000000.174305,577,00,00,08,00,00,00,01,44,Benign
