Time,Id,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,Label
1050000000.020077,498,87,FF,BF,FC,25,81,31,0F,Benign
1050000000.021075,4FD,11,38,0A,4E,4B,0B,4A,08,Benign
1050000000.021078,533,ED,7F,CF,7E,FF,F8,EF,7F,Benign
1050000000.021079,230,F5,00,00,02,EC,00,14,00,Benign
1050000000.022095,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.023048,354,1F,E4,C0,00,00,07,33,80,Benign
1050000000.02305,5E1,89,3F,E0,0B,0A,00,A0,80,Benign
1050000000.023051,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.023052,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.023053,497,00,00,00,00,00,00,00,00,Benign
1050000000.024312,125,90,00,40,DF,3F,7F,3B,60,Benign
1050000000.025386,2B4,14,EA,D6,00,00,00,58,00,Benign
1050000000.026357,00E,20,52,D6,02,08,09,76,6E,Benign
1050000000.026359,6E0,04,1A,04,13,04,20,04,20,Benign
1050000000.02636,2E2,18,08,0D,40,40,00,01,18,Benign
1050000000.026361,107,00,00,00,00,00,00,00,00,Benign
1050000000.027374,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.027376,0BA,06,A8,0F,C4,10,00,01,A8,Benign
1050000000.027377,345,05,02,02,C2,3C,77,40,81,Benign
1050000000.027378,430,00,4E,44,8C,D6,80,11,A0,Benign
1050000000.028354,0D0,3A,7B,0C,60,2E,04,C3,00,Benign
1050000000.028358,033,00,06,88,00,0D,C2,47,D0,Benign
1050000000.028359,130,00,01,70,00,00,00,00,00,Benign
1050000000.031879,354,1F,E4,C0,00,00,07,2C,00,Benign
1050000000.032919,5E1,89,3F,E0,0B,0A,00,A0,80,Benign
1050000000.032921,28B,00,00,00,00,00,00,00,00,Benign
1050000000.032922,0A7,00,10,FB,64,E1,28,20,A0,Benign
1050000000.032923,2D2,00,00,20,3E,80,00,00,00,Benign
1050000000.033888,55C,10,1B,00,00,41,82,30,00,Benign
1050000000.034896,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.034898,125,90,00,40,DF,3F,7F,1D,60,Benign
1050000000.035917,193,00,08,08,03,E8,08,00,00,Benign
1050000000.035918,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.035919,20E,4E,20,03,A2,5F,3F,CF,FF,Benign
1050000000.036918,522,DF,7F,D0,00,7A,58,00,1C,Benign
1050000000.036919,366,80,5D,C8,02,01,47,CE,38,Benign
1050000000.03692,580,00,00,00,03,A5,88,00,00,Benign
1050000000.036921,434,03,CA,A0,A4,F6,01,F9,10,Benign
1050000000.037922,6E0,04,18,04,16,04,20,04,20,Benign
1050000000.037924,30A,20,2D,80,01,D5,AC,0A,00,Benign
1050000000.03793,4E7,00,00,00,14,03,7C,00,00,Benign
1050000000.037931,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.038967,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.038969,662,4F,60,00,00,40,00,00,00,Benign
1050000000.03897,684,4C,D7,78,59,41,67,50,1E,Benign
1050000000.038971,636,24,9C,FE,40,F0,05,50,00,Benign
1050000000.039966,2D7,10,00,60,D8,00,00,00,08,Benign
1050000000.039967,19C,10,9E,20,0A,02,00,29,10,Benign
1050000000.039969,0D0,42,7B,0C,60,2D,04,C3,00,Benign
1050000000.03997,033,00,06,80,00,0E,02,47,D0,Benign
1050000000.039971,274,00,F2,08,F6,10,7C,85,D3,Benign
1050000000.040997,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.040999,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.041,3C1,7B,55,1F,BB,8A,5A,A9,2E,Benign
1050000000.041,1C4,00,02,02,00,02,C0,00,00,Benign
1050000000.041993,2A4,36,DC,00,1C,04,08,98,D0,Benign
1050000000.041995,498,87,FF,BF,FC,34,81,31,00,Benign
1050000000.041996,3E4,00,D4,00,00,85,00,00,00,Benign
1050000000.041997,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.043015,354,1F,E4,C0,00,00,07,2C,00,Benign
1050000000.043017,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.043018,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.043019,0A7,00,10,FA,E4,D1,28,20,A0,Benign
1050000000.044039,32D,00,00,04,20,AC,01,00,20,Benign
1050000000.044041,65C,40,08,F2,D6,80,00,00,00,Benign
1050000000.044042,577,00,00,08,00,00,00,01,44,Benign
1050000000.044043,230,F4,00,00,02,EC,00,16,00,Benign
1050000000.045037,125,90,00,40,DF,3F,7E,FF,60,Benign
1050000000.046048,6E0,04,1F,04,17,04,21,04,20,Benign
1050000000.046049,00E,20,52,D6,02,08,09,76,86,Benign
1050000000.047044,107,00,00,00,00,00,00,00,00,Benign
1050000000.047045,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.048054,26E,01,06,40,82,89,22,0A,04,Benign
1050000000.048055,295,00,00,00,00,00,00,08,40,Benign
1050000000.048056,0D0,4A,7B,0C,60,2C,04,C3,00,Benign
1050000000.048057,033,00,06,78,00,0E,42,47,D0,Benign
1050000000.051933,354,1F,E4,C0,00,00,07,1D,00,Benign
1050000000.05293,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.052932,28B,00,00,00,00,00,00,00,00,Benign
1050000000.052933,0A7,00,10,F9,E4,E1,28,20,A0,Benign
1050000000.052934,407,40,01,60,90,28,C0,88,60,Benign
1050000000.054271,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.055288,125,90,00,40,DF,3F,60,C1,60,Benign
1050000000.056287,193,00,08,08,03,E8,08,00,00,Benign
1050000000.056288,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.056289,20E,4E,20,03,A2,5E,3F,EF,EF,Benign
1050000000.05629,522,DF,7F,D0,00,79,E0,00,1C,Benign
1050000000.057294,366,80,1D,C8,02,01,47,CE,38,Benign
1050000000.057296,580,00,00,00,03,9E,08,00,00,Benign
1050000000.057297,434,03,EA,A0,A5,26,42,49,50,Benign
1050000000.057298,6E0,04,1B,04,19,04,21,04,20,Benign
1050000000.057299,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.058303,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.058304,662,4F,60,00,00,40,00,00,00,Benign
1050000000.058305,19C,14,9A,20,0A,02,00,29,10,Benign
1050000000.058306,0D0,52,7B,0C,60,2B,04,C3,00,Benign
1050000000.059302,033,00,06,70,00,0E,82,47,D0,Benign
1050000000.059303,274,00,F2,0A,F4,10,7C,85,D3,Benign
1050000000.059304,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.059305,498,87,FF,BF,FC,33,81,31,01,Benign
1050000000.060372,230,F3,00,00,02,EC,00,18,00,Benign
1050000000.061833,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.062844,354,1F,E4,C0,00,00,07,15,80,Benign
1050000000.062845,5E1,89,3F,E0,0B,0A,00,A0,80,Benign
1050000000.062846,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.062847,0A7,00,10,F9,64,E1,28,20,A0,Benign
1050000000.064247,125,90,00,40,DF,3F,60,A3,60,Benign
1050000000.065333,6E0,04,28,04,1A,04,21,04,1F,Benign
1050000000.066332,00E,20,52,D6,02,08,09,76,74,Benign
1050000000.066333,3C1,7B,55,1F,BC,09,5B,29,2E,Benign
1050000000.066334,107,00,00,00,00,00,00,00,00,Benign
1050000000.067393,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.067395,0BA,06,A8,0F,C4,10,00,01,A8,Benign
1050000000.067401,0D0,5A,7B,0C,60,2A,04,C3,00,Benign
1050000000.068386,033,00,06,68,00,0E,C2,47,D0,Benign
1050000000.068387,4FD,11,37,0A,4E,4B,0A,CA,08,Benign
1050000000.071811,354,1F,E4,C0,00,00,07,15,80,Benign
1050000000.072849,5E1,89,3F,E0,0B,0A,00,A0,80,Benign
1050000000.072851,28B,00,00,00,00,00,00,00,00,Benign
1050000000.072852,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.072853,03D,00,01,B1,00,00,00,00,00,Benign
1050000000.074244,69E,04,40,04,7F,20,00,15,42,Benign
1050000000.075265,125,90,00,40,DF,3F,60,85,60,Benign
1050000000.076262,00E,20,52,D6,02,08,09,76,74,Benign
1050000000.076263,193,00,08,08,03,E8,08,00,00,Benign
1050000000.076264,20E,4E,20,03,A2,5E,BF,CF,F7,Benign
1050000000.076265,522,DF,7F,D0,00,79,68,00,1C,Benign
1050000000.077286,366,80,5D,C8,02,01,47,CE,38,Benign
1050000000.077287,580,00,00,00,03,96,88,00,00,Benign
1050000000.077288,434,04,0A,A0,A5,66,82,89,90,Benign
1050000000.077289,6E0,04,22,04,1C,04,20,04,1F,Benign
1050000000.078295,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.078296,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.078297,295,00,00,00,00,00,00,08,40,Benign
1050000000.078298,662,4F,60,00,00,40,00,00,00,Benign
1050000000.078299,19C,18,96,20,0A,02,00,29,10,Benign
1050000000.079295,0D0,62,7B,0C,60,29,04,C3,00,Benign
1050000000.079296,033,00,06,60,00,0F,02,47,D0,Benign
1050000000.079297,274,00,F2,0C,F2,10,7C,85,D3,Benign
1050000000.079298,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.080296,498,87,FF,BF,FC,32,81,31,02,Benign
1050000000.080298,464,00,02,40,00,00,90,11,5D,Benign
1050000000.080299,230,F2,00,00,02,EC,00,1A,00,Benign
1050000000.081816,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.082866,354,1F,E4,C0,00,00,07,06,80,Benign
1050000000.082867,5E1,89,3F,E0,0B,0A,00,A0,80,Benign
1050000000.082868,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.082869,0A7,00,10,FB,64,D1,28,20,A0,Benign
1050000000.084243,125,90,00,40,DF,3F,60,67,60,Benign
1050000000.085386,6E0,04,1F,04,1A,04,1F,04,1E,Benign
1050000000.086407,00E,20,52,D6,02,08,09,76,80,Benign
1050000000.086408,107,00,00,00,00,00,00,00,00,Benign
1050000000.087458,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.08746,32D,00,00,04,20,AC,01,00,20,Benign
1050000000.087461,0D0,6A,7B,0C,60,28,04,C3,00,Benign
1050000000.088434,033,00,06,58,00,0F,42,47,D0,Benign
1050000000.088436,5B3,04,00,00,00,00,00,04,00,Benign
1050000000.088437,577,00,00,08,00,00,00,01,44,Benign
1050000000.090512,3C1,7B,55,1F,BB,09,9B,E9,2E,Benign
1050000000.091961,354,1F,E4,C0,00,00,07,06,80,Benign
1050000000.09295,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.092951,28B,00,00,00,00,00,00,00,00,Benign
1050000000.092952,0A7,00,10,FA,64,D1,28,20,A0,Benign
1050000000.092953,1CA,3F,F9,FF,80,00,00,0C,30,Benign
1050000000.093935,585,00,40,00,00,00,02,00,18,Benign
1050000000.094993,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.094997,125,90,00,40,DF,3F,60,49,60,Benign
1050000000.094998,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.096046,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.096048,0F4,9A,0C,01,02,04,B1,02,40,Benign
1050000000.096049,00E,20,52,D6,02,08,09,76,80,Benign
1050000000.096051,193,00,08,08,03,E8,08,00,00,Benign
1050000000.097052,03C,00,00,04,00,30,00,00,00,Benign
1050000000.097054,20E,4E,20,03,A2,60,3F,AF,FF,Benign
1050000000.097055,522,DF,7F,D0,00,78,F0,00,1C,Benign
1050000000.097056,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.097057,366,80,5D,C8,02,01,47,CE,38,Benign
1050000000.098084,207,04,04,60,48,2B,1E,D5,18,Benign
1050000000.098086,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.098087,662,4F,60,00,00,40,00,00,00,Benign
1050000000.098088,19C,1C,92,20,0A,02,00,29,10,Benign
1050000000.099038,0D0,72,7B,0C,60,27,04,C3,00,Benign
1050000000.09904,033,00,06,50,00,0F,82,47,D0,Benign
1050000000.099041,274,00,F2,0E,F0,10,7C,85,D3,Benign
1050000000.099042,580,00,00,00,03,8F,08,00,00,Benign
1050000000.100103,434,04,2A,A0,A5,A6,D2,C9,D0,Benign
1050000000.100111,6E0,04,20,04,1A,04,1E,04,1E,Benign
1050000000.100112,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.100113,498,87,FF,BF,FC,32,81,30,C3,Benign
1050000000.101123,4C9,01,F9,15,82,0D,02,F6,4B,Benign
1050000000.101125,1D6,02,0B,80,80,30,24,05,80,Benign
1050000000.101126,2C1,01,F2,AF,C7,C9,9F,28,E0,Benign
1050000000.101127,230,F1,00,00,02,EC,00,1C,00,Benign
1050000000.102095,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.102097,354,1F,E4,C0,00,00,06,F7,80,Benign
1050000000.103082,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.103083,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.103084,0A7,00,10,F9,E4,E1,28,20,A0,Benign
1050000000.103086,2A3,00,00,00,84,2A,80,3C,10,Benign
1050000000.104293,125,90,00,40,DF,3F,60,2B,60,Benign
1050000000.105259,2B4,14,EA,D6,00,00,00,58,00,Benign
1050000000.106301,6E0,04,1A,04,1D,04,1E,04,1E,Benign
1050000000.106303,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.106304,107,00,00,00,00,00,00,00,00,Benign
1050000000.107279,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.10728,0BA,06,A8,0F,C4,10,00,01,A8,Benign
1050000000.107281,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.108292,295,00,00,00,00,00,00,08,40,Benign
1050000000.108294,0D0,7A,7B,0C,60,27,04,C2,00,Benign
1050000000.108295,033,00,06,48,00,0F,C2,47,D0,Benign
1050000000.111905,354,1F,E4,C0,00,00,07,68,00,Benign
1050000000.112894,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.112896,28B,00,00,00,00,00,00,00,00,Benign
1050000000.112897,6FC,00,00,07,67,52,B2,B8,00,Benign
1050000000.112898,0A7,00,10,F9,E4,E1,28,20,A0,Benign
1050000000.113911,239,00,00,00,48,60,00,45,E0,Benign
1050000000.113913,0D7,00,00,02,00,80,00,00,00,Benign
1050000000.114917,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.114919,125,90,00,40,DF,3F,60,0D,60,Benign
1050000000.115935,193,00,08,08,03,E8,08,00,00,Benign
1050000000.115939,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.11594,20E,4E,20,03,A2,5F,3F,AF,FF,Benign
1050000000.116957,522,DF,7F,D0,00,78,78,00,1C,Benign
1050000000.116959,3C1,7B,55,1F,BB,48,DC,69,2E,Benign
1050000000.11696,366,80,1D,C8,02,01,47,CE,38,Benign
1050000000.116961,580,00,00,00,03,87,88,00,00,Benign
1050000000.117937,434,04,4A,A0,A5,E7,13,1A,20,Benign
1050000000.11794,6E0,04,1F,04,1F,04,1D,04,1E,Benign
1050000000.117941,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.117942,662,4F,60,00,00,40,00,00,00,Benign
1050000000.118978,19C,00,AE,20,0A,02,00,29,10,Benign
1050000000.118979,0D0,02,7B,0C,60,36,04,C2,00,Benign
1050000000.11898,033,00,06,C0,00,0C,02,47,D0,Benign
1050000000.118981,274,00,F2,00,FE,10,7C,85,D3,Benign
1050000000.119997,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.119998,66C,00,80,10,00,20,00,00,20,Benign
1050000000.119999,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.12,498,87,FF,BF,FC,32,81,30,84,Benign
1050000000.120001,4FD,11,35,0A,4E,47,0A,CA,08,Benign
1050000000.120958,1AA,90,BE,BD,44,A1,63,E6,40,Benign
1050000000.120959,230,F0,00,00,02,EC,00,1E,00,Benign
1050000000.122012,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.122968,354,1F,E4,C0,00,00,07,68,00,Benign
1050000000.122969,5E1,89,3F,E0,0B,0A,00,A4,80,Benign
1050000000.12297,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.122971,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.124038,497,00,00,00,00,00,00,00,00,Benign
1050000000.125063,125,90,00,40,DF,3F,7F,EF,60,Benign
1050000000.126028,6E0,04,26,04,1E,04,1C,04,1E,Benign
1050000000.12603,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.126031,2E2,18,08,0D,40,40,00,01,18,Benign
1050000000.127067,345,05,02,02,C2,3C,77,40,81,Benign
1050000000.127069,107,00,00,00,00,00,00,00,00,Benign
1050000000.12707,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.127071,430,00,4E,44,8C,D6,80,11,A0,Benign
1050000000.127072,130,00,01,70,00,00,00,00,00,Benign
1050000000.128077,0D0,0A,7B,0C,60,36,04,C1,00,Benign
1050000000.128079,033,00,06,B8,00,0C,42,47,D0,Benign
1050000000.131959,354,1F,E5,00,00,00,07,51,00,Benign
1050000000.132971,5E1,89,3F,E0,0B,0A,00,A8,80,Benign
1050000000.132973,28B,00,00,00,00,00,00,00,00,Benign
1050000000.132974,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.132975,2D2,00,00,28,3E,80,00,00,00,Benign
1050000000.134291,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.13523,125,90,00,40,DF,3F,7F,D1,60,Benign
1050000000.136255,00E,20,52,D6,02,08,09,76,80,Benign
1050000000.136257,193,00,08,08,03,E8,08,00,00,Benign
1050000000.136259,20E,4E,20,03,A2,5F,3F,CF,FF,Benign
1050000000.13626,522,DF,7F,D0,00,7F,80,00,1C,Benign
1050000000.13733,366,80,1D,C8,02,01,47,CE,38,Benign
1050000000.137332,580,00,00,00,03,F8,08,00,00,Benign
1050000000.137333,434,04,6A,80,A6,37,43,3A,60,Benign
1050000000.137334,6E0,04,26,04,1C,04,1B,04,1B,Benign
1050000000.13837,4E7,00,00,00,14,03,7C,00,00,Benign
1050000000.138371,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.138372,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.138373,295,00,00,00,00,00,00,08,40,Benign
1050000000.138373,662,4F,60,00,00,40,00,00,00,Benign
1050000000.139352,684,4C,D7,78,59,41,67,50,1E,Benign
1050000000.139354,636,24,9C,FE,40,F0,05,70,00,Benign
1050000000.139355,2D7,10,00,60,D8,00,00,00,08,Benign
1050000000.139356,19C,04,AA,20,0A,02,00,29,10,Benign
1050000000.140413,0D0,12,7B,0C,60,35,04,C1,00,Benign
1050000000.140415,033,00,06,B0,00,0C,82,47,D0,Benign
1050000000.140416,274,00,F2,02,FC,10,7C,85,D3,Benign
1050000000.140417,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.141373,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.141375,3C1,7B,55,1F,BB,87,DD,29,2E,Benign
1050000000.141376,4CB,80,00,00,00,00,0E,00,00,Benign
1050000000.141377,498,87,FF,BF,FC,32,81,30,45,Benign
1050000000.142421,280,18,E0,02,70,00,00,00,00,Benign
1050000000.142423,3E4,00,D8,00,00,85,00,00,00,Benign
1050000000.142424,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.142424,354,1F,E5,00,00,00,07,49,80,Benign
1050000000.14344,5E1,89,3F,E0,0B,0A,00,A8,80,Benign
1050000000.143442,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.143443,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.143444,32D,00,00,04,20,AC,01,00,20,Benign
1050000000.143445,65C,40,08,F2,D6,80,00,00,00,Benign
1050000000.144447,577,00,00,08,00,00,00,01,44,Benign
1050000000.144449,230,FF,00,00,02,EC,00,00,00,Benign
1050000000.14445,125,90,00,40,DF,3F,7F,B3,60,Benign
1050000000.145476,6E0,04,22,04,1C,04,1A,04,1B,Benign
1050000000.146489,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.146491,107,00,00,00,00,00,00,00,00,Benign
1050000000.146492,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.147516,0BA,06,A8,0F,C4,10,00,01,A8,Benign
1050000000.147517,26E,01,06,40,82,89,22,0A,04,Benign
1050000000.147518,0D0,1A,7B,0C,60,35,04,C0,00,Benign
1050000000.148514,033,00,06,A8,00,0C,C2,47,D0,Benign
1050000000.151889,354,1F,E5,00,00,00,07,49,80,Benign
1050000000.152889,5E1,89,3F,E0,0B,0A,00,A8,80,Benign
1050000000.152891,28B,00,00,00,00,00,00,00,00,Benign
1050000000.152892,0A7,00,10,FA,64,E1,28,20,A0,Benign
1050000000.152893,407,40,01,60,80,28,C0,88,60,Benign
1050000000.154291,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.155231,125,90,00,40,DF,3F,7F,95,60,Benign
1050000000.156283,193,00,08,08,03,E8,08,00,00,Benign
1050000000.156285,00E,20,52,D6,02,08,09,76,74,Benign
1050000000.156286,20E,4E,20,03,A2,5F,BF,F0,07,Benign
1050000000.156287,522,DF,7F,D0,00,7F,08,00,1C,Benign
1050000000.157293,366,80,1D,C8,02,01,47,CE,38,Benign
1050000000.157294,580,00,00,00,03,F0,88,00,00,Benign
1050000000.157295,434,00,00,00,A6,77,83,8A,A0,Benign
1050000000.157296,6E0,04,20,04,1C,04,1A,04,1A,Benign
1050000000.158263,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.158265,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.158266,662,4F,60,00,00,40,00,00,00,Benign
1050000000.158266,19C,08,A6,20,0A,02,00,29,10,Benign
1050000000.158267,0D0,22,7B,0C,60,34,04,C0,00,Benign
1050000000.159324,033,00,06,A0,00,0D,02,47,D0,Benign
1050000000.159327,274,00,F2,04,FA,10,7C,85,D3,Benign
1050000000.159334,0C0,20,00,00,00,00,00,00,00,Benign
1050000000.159335,498,87,FF,BF,FC,34,81,2F,86,Benign
1050000000.160298,230,FE,00,00,02,EC,00,02,00,Benign
1050000000.161806,2E1,00,00,00,00,00,00,00,04,Benign
1050000000.162799,354,1F,E5,00,00,00,07,3A,80,Benign
1050000000.162801,5E1,89,3F,E0,0B,0A,00,A8,80,Benign
1050000000.162804,162,00,08,02,93,EA,11,F4,CE,Benign
1050000000.162806,0A7,00,10,FA,64,D1,28,20,A0,Benign
1050000000.164218,125,90,00,40,DF,3F,7F,77,60,Benign
1050000000.165357,6E0,04,1F,04,21,04,1D,04,1A,Benign
1050000000.166377,00E,20,52,D6,02,08,09,76,74,Benign
1050000000.166379,3C1,7B,55,1F,BB,87,5D,A9,2E,Benign
1050000000.16638,107,00,00,00,00,00,00,00,00,Benign
1050000000.167399,FFF,00,00,00,00,00,00,00,00,Benign
1050000000.167401,295,00,00,00,00,00,00,08,40,Benign
1050000000.168396,0D0,2A,7B,0C,60,36,04,BD,00,Benign
1050000000.168397,033,00,06,98,00,0D,42,47,D0,Benign
1050000000.168398,4FD,11,35,0A,4E,49,0A,CA,08,Benign
1050000000.171882,354,1F,E5,00,00,00,07,3A,80,Benign
1050000000.172889,5E1,89,3F,E0,0B,0A,00,A8,80,Benign
1050000000.172891,28B,00,00,00,00,00,00,00,00,Benign
1050000000.172892,0A7,00,10,FA,64,D1,28,20,A0,Benign
1050000000.172893,03D,00,01,B1,80,00,00,00,00,Benign
1050000000.174234,69E,04,40,04,7F,1F,C0,15,42,Benign
1050000000.175248,125,90,00,40,DF,3F,7F,59,60,Benign
1050000000.176246,00E,20,52,D6,02,08,09,76,7A,Benign
1050000000.176247,193,00,08,08,03,E8,08,00,00,Benign
1050000000.176248,20E,4E,20,03,A2,5F,3F,EF,FF,Benign
1050000000.176249,522,DF,7F,D0,00,7E,90,00,1C,Benign
1050000000.177266,366,80,1D,C8,02,01,47,CE,38,Benign
1050000000.177267,580,00,00,00,03,E9,08,00,00,Benign
1050000000.177268,434,00,20,00,A6,B7,D3,CA,F0,Benign
1050000000.177268,6E0,04,23,04,20,04,19,04,1A,Benign
1050000000.178278,153,00,00,00,00,00,0C,00,0A,Benign
1050000000.178279,662,4F,60,00,00,40,00,00,00,Benign
1050000000.17828,19C,0C,A2,20,0A,02,00,29,10,Benign
