Time,Id,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,Label
1020000000.020573,2C1,01,F3,6F,C7,C8,1E,AD,56,Benign
1020000000.020575,0D0,4A,4E,04,66,40,02,B1,00,Benign
1020000000.020590,033,12,2F,09,24,0E,41,27,D0,Benign
1020000000.020591,00E,20,54,16,02,08,09,73,98,Benign
1020000000.021592,577,00,00,08,00,00,00,01,46,Benign
1020000000.021608,193,00,08,08,03,E8,08,00,00,Benign
1020000000.022631,107,00,00,00,00,00,00,00,00,Benign
1020000000.022632,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.022633,20E,4E,20,07,A1,59,BF,CF,F7,Benign
1020000000.022634,522,DF,7F,D0,00,7F,80,00,1C,Benign
1020000000.023669,366,80,5D,C8,02,01,47,CE,38,Benign
1020000000.023670,580,00,00,00,05,E8,07,FC,30,Benign
1020000000.023671,434,01,68,60,A1,62,9F,84,80,Benign
1020000000.023672,6E0,02,56,02,52,02,58,02,58,Benign
1020000000.023673,0BA,06,98,2C,44,10,00,06,8C,Benign
1020000000.024670,498,84,00,20,00,38,80,AD,0E,Benign
1020000000.024671,419,0A,9B,46,4D,04,5F,C2,EF,Benign
1020000000.024672,125,90,00,40,DF,40,BF,E3,60,Benign
1020000000.024673,230,FF,00,00,02,D4,00,00,00,Benign
1020000000.025711,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.026690,354,20,0E,40,00,00,01,DD,80,Benign
1020000000.026691,5E1,89,38,60,07,0A,00,B4,80,Benign
1020000000.026692,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.026693,0A7,00,51,0F,A5,31,2D,90,A0,Benign
1020000000.027712,5B3,04,00,00,00,00,00,04,00,Benign
1020000000.027713,2A3,10,00,02,84,7A,80,3C,08,Benign
1020000000.029313,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.030306,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.030307,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.031289,662,4C,20,00,00,40,00,00,00,Benign
1020000000.031290,00E,20,54,16,02,08,09,73,80,Benign
1020000000.031291,19C,14,9C,20,09,C2,00,28,40,Benign
1020000000.031292,0D0,52,4E,04,60,3D,02,B3,00,Benign
1020000000.031293,033,12,3F,01,22,5E,81,27,D0,Benign
1020000000.032302,274,58,F2,2A,F2,50,7C,AD,F9,Benign
1020000000.032303,6E0,02,59,02,54,02,58,02,59,Benign
1020000000.032304,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.033840,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.034839,125,90,00,40,DF,40,BF,C5,60,Benign
1020000000.035878,354,20,0E,40,00,00,01,DD,80,Benign
1020000000.035879,5E1,89,38,60,07,0A,00,B4,80,Benign
1020000000.036899,28B,00,00,00,00,00,00,00,00,Benign
1020000000.036900,6FC,00,00,07,38,72,B9,F8,00,Benign
1020000000.036901,0A7,00,51,12,25,41,2D,90,A0,Benign
1020000000.036902,239,00,00,00,69,E0,00,39,C0,Benign
1020000000.039992,295,00,00,00,00,00,00,18,40,Benign
1020000000.040989,0D0,5A,4E,04,60,3C,02,B3,00,Benign
1020000000.040990,00E,20,54,16,02,08,09,73,86,Benign
1020000000.040991,033,12,3E,F9,22,5E,C1,27,D0,Benign
1020000000.040992,0D7,00,00,02,00,80,00,00,00,Benign
1020000000.042011,193,00,08,08,03,E8,08,00,00,Benign
1020000000.042012,107,00,00,00,00,00,00,00,00,Benign
1020000000.042013,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.043017,20E,4E,20,07,A1,59,BF,CF,FF,Benign
1020000000.043019,522,DF,7F,D0,00,7F,08,00,1C,Benign
1020000000.043035,366,80,5D,C8,02,01,47,CE,38,Benign
1020000000.043036,580,00,00,00,05,E0,87,FC,30,Benign
1020000000.044087,434,01,86,C0,A1,92,AF,B4,B0,Benign
1020000000.044088,6E0,02,56,02,54,02,59,02,57,Benign
1020000000.044089,498,84,00,20,00,36,80,AD,4F,Benign
1020000000.044090,125,90,00,40,DF,40,BF,A7,60,Benign
1020000000.045061,230,FE,00,00,02,D4,00,02,00,Benign
1020000000.045062,3C1,7B,55,1F,BC,38,EB,A9,2E,Benign
1020000000.046089,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.046090,354,20,0E,40,00,00,01,D6,00,Benign
1020000000.046091,5E1,89,38,40,07,0A,00,B4,80,Benign
1020000000.047124,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.047129,0A7,00,51,11,25,31,2D,90,A0,Benign
1020000000.047130,497,00,00,00,00,00,00,00,00,Benign
1020000000.049875,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.050896,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.050897,662,4C,20,00,00,40,00,00,00,Benign
1020000000.050898,00E,20,54,16,02,08,09,73,7A,Benign
1020000000.050899,19C,18,98,20,09,C2,00,28,30,Benign
1020000000.051916,0D0,62,4E,04,60,3A,02,B4,00,Benign
1020000000.051917,033,12,3E,F1,26,7F,01,27,D0,Benign
1020000000.051918,274,58,F2,2C,F0,50,7C,AD,F9,Benign
1020000000.051919,6E0,02,5A,02,54,02,59,02,58,Benign
1020000000.052916,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.052918,2E2,18,08,0D,40,40,00,01,18,Benign
1020000000.052919,345,05,02,02,C2,3C,77,40,81,Benign
1020000000.052920,430,00,3E,44,8C,54,80,11,A0,Benign
1020000000.053959,130,00,01,60,00,00,00,00,00,Benign
1020000000.053960,4CB,80,00,00,00,00,00,00,00,Benign
1020000000.053961,32D,00,00,04,20,AC,01,00,20,Benign
1020000000.053962,280,18,E0,02,70,00,00,00,00,Benign
1020000000.053963,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.054914,125,90,00,40,DF,40,BF,89,60,Benign
1020000000.054915,4FD,11,46,0A,53,5F,0D,CA,08,Benign
1020000000.054916,26E,01,06,40,82,89,12,0A,04,Benign
1020000000.055977,354,20,0E,40,00,00,01,D6,00,Benign
1020000000.055978,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.056999,28B,00,00,00,00,00,00,00,00,Benign
1020000000.057000,0A7,00,51,10,A5,41,2D,90,A0,Benign
1020000000.057001,2D2,00,00,38,00,00,00,00,00,Benign
1020000000.057002,277,1E,01,80,00,00,00,01,08,Benign
1020000000.057998,66C,00,80,10,00,18,00,00,20,Benign
1020000000.057999,2AB,A4,D0,C9,D7,E2,D7,CA,FF,Benign
1020000000.058000,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.059019,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.059020,0F4,9A,0C,01,02,04,B1,02,40,Benign
1020000000.059021,6D7,41,03,8F,00,90,07,22,3C,Benign
1020000000.060039,12C,79,06,E0,00,00,01,FD,D0,Benign
1020000000.061040,0D0,6A,4E,04,62,39,02,B4,00,Benign
1020000000.061041,033,12,36,E9,1E,BF,41,27,D0,Benign
1020000000.061042,00E,20,54,16,02,08,09,73,86,Benign
1020000000.062043,193,00,08,08,03,E8,08,00,00,Benign
1020000000.062060,107,00,00,00,00,00,00,00,00,Benign
1020000000.062061,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.063046,20E,4E,20,03,A1,59,BF,CF,FF,Benign
1020000000.063047,522,DF,7F,D0,00,7E,90,00,1C,Benign
1020000000.063048,366,80,5D,C8,02,01,47,CE,38,Benign
1020000000.063049,580,00,00,00,05,D9,07,FC,30,Benign
1020000000.064069,434,01,A6,00,A1,C2,DF,C4,E0,Benign
1020000000.064070,6E0,02,5B,02,54,02,58,02,59,Benign
1020000000.064071,0BA,06,98,2C,44,10,00,06,8C,Benign
1020000000.064072,498,84,00,20,00,45,80,AD,40,Benign
1020000000.065086,533,ED,7F,CF,7E,FF,F4,EF,7F,Benign
1020000000.065087,125,90,00,40,DF,40,BF,6B,60,Benign
1020000000.065088,230,FD,00,00,02,D4,00,04,00,Benign
1020000000.066128,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.066129,354,20,0E,40,00,00,01,C7,00,Benign
1020000000.066130,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.067128,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.067129,0A7,00,51,12,25,31,2D,80,A0,Benign
1020000000.067130,3A2,00,00,00,00,08,01,E0,00,Benign
1020000000.069543,3C1,7B,55,1F,BB,B8,EC,29,2E,Benign
1020000000.070564,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.070566,4E7,00,00,00,14,03,6C,00,00,Benign
1020000000.070567,00E,20,54,16,02,08,09,73,80,Benign
1020000000.071565,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.071566,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.071567,295,00,00,00,00,00,00,18,40,Benign
1020000000.071568,662,4C,20,00,00,40,00,00,00,Benign
1020000000.072585,684,4C,D4,7F,99,41,5E,D0,1E,Benign
1020000000.072587,636,24,9C,1F,81,0C,88,C0,00,Benign
1020000000.072588,2D7,10,00,60,D8,00,00,00,08,Benign
1020000000.072589,19C,1C,94,20,09,C2,00,28,30,Benign
1020000000.073607,0D0,72,4E,04,62,38,02,B4,00,Benign
1020000000.073608,033,12,36,E1,1E,BF,81,27,D0,Benign
1020000000.073612,274,58,F2,2E,EE,50,7C,AD,F9,Benign
1020000000.073613,6E0,02,5B,02,56,02,59,02,59,Benign
1020000000.073614,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.074609,3E4,00,D4,00,00,84,00,00,00,Benign
1020000000.074610,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.074611,125,90,00,40,DF,40,BF,4D,60,Benign
1020000000.074612,65C,40,08,12,A5,8A,50,00,00,Benign
1020000000.075626,577,00,00,08,00,00,00,01,46,Benign
1020000000.075627,5FD,BD,DD,FD,FF,FE,FF,ED,DA,Benign
1020000000.075628,354,20,0E,40,00,00,02,30,00,Benign
1020000000.076627,5E1,89,38,40,07,0A,00,BC,80,Benign
1020000000.076628,28B,00,00,00,00,00,00,00,00,Benign
1020000000.076629,0A7,00,51,0F,25,31,2D,80,A0,Benign
1020000000.076630,407,38,92,5F,F0,00,01,9A,A0,Benign
1020000000.080400,00E,20,54,16,02,08,09,73,7A,Benign
1020000000.081417,0D0,7A,4E,04,64,37,02,B4,00,Benign
1020000000.081418,033,12,2E,D9,26,7F,C1,27,D0,Benign
1020000000.082418,193,00,08,08,03,E8,08,00,00,Benign
1020000000.082419,107,00,00,00,00,00,00,00,00,Benign
1020000000.082420,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.082421,20E,4E,20,03,A1,5B,BF,CF,FF,Benign
1020000000.083441,522,DF,7F,D0,00,7E,18,00,1C,Benign
1020000000.083443,366,80,9D,C8,02,01,47,CE,38,Benign
1020000000.083444,580,00,00,00,05,D1,87,FC,30,Benign
1020000000.083445,434,01,C6,40,A1,D3,0F,F4,F0,Benign
1020000000.084459,6E0,02,5A,02,54,02,59,02,5A,Benign
1020000000.084461,498,84,00,20,00,43,80,AD,81,Benign
1020000000.084462,464,00,02,40,00,00,90,0F,5F,Benign
1020000000.084463,125,90,00,40,DF,40,BF,2F,60,Benign
1020000000.085480,230,FC,00,00,02,D4,00,06,00,Benign
1020000000.085482,0FD,00,00,01,00,80,10,00,00,Benign
1020000000.085483,03C,00,00,04,00,33,00,00,00,Benign
1020000000.085483,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.086501,207,04,04,60,48,2A,DE,D5,18,Benign
1020000000.086502,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.086503,354,20,0E,40,00,00,02,30,00,Benign
1020000000.086504,5E1,89,38,40,07,0A,00,BC,80,Benign
1020000000.086505,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.087521,0A7,00,51,10,25,31,2D,80,A0,Benign
1020000000.087522,2B4,14,EA,02,00,00,00,58,00,Benign
1020000000.087523,4C9,01,F9,15,82,0D,02,F6,4B,Benign
1020000000.087524,1D6,02,0B,80,80,30,24,05,80,Benign
1020000000.088541,1A4,00,00,00,02,EC,CC,00,00,Benign
1020000000.089856,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.090875,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.090876,662,4C,20,00,00,40,00,00,00,Benign
1020000000.090877,00E,20,54,16,02,08,09,73,80,Benign
1020000000.090878,19C,00,B0,20,09,C2,00,28,30,Benign
1020000000.091875,0D0,02,4E,04,64,45,02,B5,00,Benign
1020000000.091876,033,12,2F,51,21,0C,01,27,D0,Benign
1020000000.091877,274,58,F2,20,FC,50,7C,AD,F9,Benign
1020000000.091878,6E0,02,59,02,55,02,59,02,59,Benign
1020000000.092894,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.093915,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.094915,125,90,00,40,DF,40,BF,11,60,Benign
1020000000.094916,3C1,7B,55,1F,BA,B9,2C,E9,2E,Benign
1020000000.095938,354,20,0E,40,00,00,02,28,80,Benign
1020000000.095940,5E1,89,38,40,07,0A,00,BC,80,Benign
1020000000.096956,28B,00,00,00,00,00,00,00,00,Benign
1020000000.096958,0A7,00,51,0F,A5,41,2D,80,A0,Benign
1020000000.096959,03D,00,01,88,00,00,00,00,00,Benign
1020000000.100021,295,00,00,00,00,00,00,18,40,Benign
1020000000.100983,0D0,0A,4E,04,64,44,02,B5,00,Benign
1020000000.100985,00E,20,54,16,02,08,09,73,86,Benign
1020000000.100986,033,12,2F,49,21,0C,41,27,D0,Benign
1020000000.102001,193,00,08,08,03,E8,08,00,00,Benign
1020000000.102002,20E,4E,20,03,A1,5B,BF,CF,F7,Benign
1020000000.102003,522,DF,7F,D0,00,7D,A0,00,1C,Benign
1020000000.103004,107,00,00,00,00,00,00,00,00,Benign
1020000000.103005,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.103006,366,80,9D,C8,02,01,47,CE,38,Benign
1020000000.103008,580,00,00,00,05,CA,07,FC,30,Benign
1020000000.104027,434,01,E5,A0,A2,03,10,25,20,Benign
1020000000.104032,6E0,02,59,02,59,02,59,02,5A,Benign
1020000000.104033,0BA,06,98,2C,84,10,00,06,8C,Benign
1020000000.104034,125,90,00,40,DF,40,BE,F3,60,Benign
1020000000.105021,273,00,00,00,08,00,00,00,00,Benign
1020000000.105022,1C4,01,72,02,00,28,07,BE,02,Benign
1020000000.105023,2A4,20,20,03,1C,04,08,98,D0,Benign
1020000000.105024,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.106035,371,01,06,00,00,00,00,08,80,Benign
1020000000.106036,67D,00,18,60,02,08,00,02,20,Benign
1020000000.106037,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.106038,354,20,0E,40,00,00,02,19,80,Benign
1020000000.107061,5E1,89,38,40,07,0A,00,BC,80,Benign
1020000000.107062,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.107063,0A7,00,51,0F,25,41,2D,80,A0,Benign
1020000000.107064,55C,10,1B,00,00,41,82,30,00,Benign
1020000000.107065,51B,29,09,18,3F,01,06,08,01,Benign
1020000000.108055,498,84,00,20,00,42,80,AD,82,Benign
1020000000.108056,32D,00,00,04,20,AC,01,00,20,Benign
1020000000.108057,0CC,43,41,18,32,38,AF,A2,16,Benign
1020000000.108058,4FD,11,48,0A,53,61,0D,CA,08,Benign
1020000000.109076,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.109077,230,FB,00,00,02,D4,00,08,00,Benign
1020000000.110095,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.110096,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.111097,662,4C,20,00,00,40,00,00,00,Benign
1020000000.111098,00E,20,54,16,02,08,09,73,8C,Benign
1020000000.111099,19C,04,AC,20,09,C2,00,28,30,Benign
1020000000.111100,0D0,12,4E,04,66,43,02,B5,00,Benign
1020000000.112121,033,12,37,41,25,1C,81,27,D0,Benign
1020000000.112122,274,58,F2,22,FA,50,7C,AD,F9,Benign
1020000000.112123,6E0,02,5B,02,58,02,58,02,5A,Benign
1020000000.112124,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.113770,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.114819,125,90,00,40,DF,40,BE,D5,60,Benign
1020000000.114820,585,00,40,00,00,00,02,00,18,Benign
1020000000.115840,354,20,0E,40,00,00,02,19,80,Benign
1020000000.115841,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.116863,28B,00,00,00,00,00,00,00,00,Benign
1020000000.116864,0A7,00,51,13,A5,41,2D,80,A0,Benign
1020000000.116865,1CA,3F,F9,FF,80,00,00,0C,38,Benign
1020000000.119529,3C1,7B,55,1F,BA,F8,6D,69,2E,Benign
1020000000.120530,0D0,1A,4E,04,66,42,02,B5,00,Benign
1020000000.120531,033,12,37,39,24,BC,C1,27,D0,Benign
1020000000.120532,00E,20,54,16,02,08,09,73,7A,Benign
1020000000.121548,577,00,00,08,00,00,00,01,46,Benign
1020000000.121549,193,00,08,08,03,E8,08,00,00,Benign
1020000000.122537,107,00,00,00,00,00,00,00,00,Benign
1020000000.122538,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.122539,20E,4E,20,03,A1,5B,3F,CF,FF,Benign
1020000000.122540,522,DF,7F,D0,00,7D,28,00,1C,Benign
1020000000.123599,366,80,9D,C8,02,01,47,CE,38,Benign
1020000000.123601,580,00,00,00,05,C2,87,FC,30,Benign
1020000000.123616,434,02,08,20,A2,33,40,55,50,Benign
1020000000.123617,6E0,02,5C,02,57,02,58,02,5A,Benign
1020000000.124599,498,84,00,20,00,41,80,AD,83,Benign
1020000000.124600,125,90,00,40,DF,40,BE,B7,60,Benign
1020000000.124601,230,FA,00,00,02,D4,00,0A,00,Benign
1020000000.124602,2C1,01,F3,0F,C7,C8,1E,9D,6C,Benign
1020000000.125640,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.126641,354,20,0E,40,00,00,02,12,00,Benign
1020000000.126642,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.126658,162,24,48,02,94,40,12,1F,C9,Benign
1020000000.126659,0A7,00,51,13,25,31,2D,80,A0,Benign
1020000000.127661,5B3,04,00,00,00,00,00,04,00,Benign
1020000000.127677,2A3,10,00,02,84,7C,80,3C,08,Benign
1020000000.129224,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.130245,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.130246,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.130247,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.131282,295,00,00,00,00,00,00,18,40,Benign
1020000000.131283,00E,20,54,16,02,08,09,73,8C,Benign
1020000000.131284,662,4C,20,00,00,40,00,00,00,Benign
1020000000.131285,19C,08,A8,20,09,C2,00,28,30,Benign
1020000000.132302,0D0,22,4E,04,66,41,02,B5,00,Benign
1020000000.132303,033,12,37,31,24,BD,01,27,D0,Benign
1020000000.132304,274,58,F2,24,F8,50,7C,AD,F9,Benign
1020000000.132305,6E0,02,5D,02,57,02,5A,02,5A,Benign
1020000000.132306,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.133318,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.134302,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.134304,125,90,00,40,DF,40,BE,99,60,Benign
1020000000.135667,354,20,0E,40,00,00,02,12,00,Benign
1020000000.136679,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.136680,28B,00,00,00,00,00,00,00,00,Benign
1020000000.136681,6FC,00,00,07,38,72,B9,F8,00,Benign
1020000000.136682,0A7,00,51,13,25,31,2D,80,A0,Benign
1020000000.137698,239,00,00,00,69,C0,00,39,A0,Benign
1020000000.140121,0D7,00,00,02,00,80,00,00,00,Benign
1020000000.141157,00E,20,54,16,02,08,09,73,86,Benign
1020000000.141158,0D0,2A,4E,04,60,40,02,B5,00,Benign
1020000000.141159,033,12,37,29,20,0D,41,27,D0,Benign
1020000000.142164,107,00,00,00,00,00,00,00,00,Benign
1020000000.142165,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.142166,193,00,08,08,03,E8,08,00,00,Benign
1020000000.143200,20E,4E,20,03,A1,5C,BF,AF,F7,Benign
1020000000.143201,522,DF,7F,D0,00,7C,B0,00,1C,Benign
1020000000.143202,366,80,9D,C8,02,01,47,CE,38,Benign
1020000000.143203,580,00,00,00,05,C3,07,FC,20,Benign
1020000000.144185,434,02,28,20,A2,43,70,65,60,Benign
1020000000.144186,6E0,02,5D,02,57,02,5A,02,5A,Benign
1020000000.144187,0BA,06,98,2C,84,10,00,06,8C,Benign
1020000000.144188,125,90,00,40,DF,40,BE,7B,60,Benign
1020000000.145195,498,84,00,20,00,3F,80,AD,C4,Benign
1020000000.145196,230,F9,00,00,02,D4,00,0C,00,Benign
1020000000.145197,3C1,7B,55,1F,BC,76,2E,29,2E,Benign
1020000000.146230,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.146244,354,20,0E,40,00,00,02,03,00,Benign
1020000000.146245,5E1,89,38,40,07,0A,00,B8,80,Benign
1020000000.147283,162,24,48,02,84,40,12,1F,C9,Benign
1020000000.147284,0A7,00,51,12,25,31,2D,80,A0,Benign
1020000000.147285,497,00,00,00,00,00,00,00,00,Benign
1020000000.150009,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.151027,153,00,00,00,00,00,0C,00,0A,Benign
1020000000.151028,00E,20,54,16,02,08,09,73,8C,Benign
1020000000.151029,662,4C,40,00,00,40,00,00,00,Benign
1020000000.151030,19C,0C,A4,20,09,C2,00,28,30,Benign
1020000000.152048,0D0,32,4E,04,60,3E,02,B6,00,Benign
1020000000.152049,033,12,37,21,26,7D,81,27,D0,Benign
1020000000.152050,274,58,F2,26,F6,50,7C,AD,F9,Benign
1020000000.152051,6E0,02,5D,02,56,02,5A,02,5B,Benign
1020000000.153035,0C0,60,00,00,00,00,00,00,00,Benign
1020000000.153036,2E2,18,08,0D,40,40,00,01,18,Benign
1020000000.153053,345,05,02,02,C2,3C,77,40,81,Benign
1020000000.153054,430,00,3E,44,8C,56,80,11,A0,Benign
1020000000.154055,130,00,01,60,00,00,00,00,00,Benign
1020000000.154071,1E5,01,46,04,05,A8,41,A3,E0,Benign
1020000000.154072,32D,00,00,04,20,AC,01,00,20,Benign
1020000000.154073,4FD,11,4D,0A,53,67,0E,CA,08,Benign
1020000000.154074,69E,04,40,04,7D,1F,C0,15,42,Benign
1020000000.155084,125,90,00,40,DF,40,BE,5D,60,Benign
1020000000.156088,26E,01,06,40,82,89,12,0A,04,Benign
1020000000.156089,354,20,0E,40,00,00,01,F4,00,Benign
1020000000.156090,5E1,89,38,40,07,0A,00,BC,80,Benign
1020000000.157109,28B,00,00,00,00,00,00,00,00,Benign
1020000000.157110,0A7,00,51,0E,25,31,2D,80,A0,Benign
1020000000.157111,2D2,00,00,40,00,00,00,00,00,Benign
1020000000.158114,66C,00,80,10,00,20,00,00,20,Benign
1020000000.158131,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.159150,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.159151,0F4,9A,0C,01,02,04,B1,02,40,Benign
1020000000.160170,295,00,00,00,00,00,00,18,40,Benign
1020000000.161152,0D0,3A,4E,04,62,3D,02,B6,00,Benign
1020000000.161153,00E,20,54,16,02,08,09,73,80,Benign
1020000000.161154,033,12,2F,19,26,7D,C1,27,D0,Benign
1020000000.162255,193,00,08,08,03,E8,08,00,00,Benign
1020000000.162256,107,00,00,00,00,00,00,00,00,Benign
1020000000.162260,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.163239,20E,4E,20,0B,A1,5D,3F,AF,F7,Benign
1020000000.163240,522,DF,7F,D0,00,7C,38,00,1C,Benign
1020000000.163242,366,80,9D,C8,02,01,47,CE,38,Benign
1020000000.163243,580,00,00,00,05,BB,87,FC,20,Benign
1020000000.164172,434,02,40,00,A2,73,80,95,90,Benign
1020000000.164173,6E0,02,5C,02,5A,02,5A,02,5C,Benign
1020000000.164174,0F1,3E,10,1C,C0,03,59,CC,00,Benign
1020000000.164175,125,90,00,40,DF,40,BE,3F,60,Benign
1020000000.164176,498,84,00,20,00,3D,80,AE,05,Benign
1020000000.165238,230,F8,00,00,02,D4,00,0E,00,Benign
1020000000.166211,2E1,00,00,00,00,00,00,00,04,Benign
1020000000.166212,354,20,0E,40,00,00,01,F4,00,Benign
1020000000.166213,5E1,89,38,20,07,0A,00,B8,80,Benign
1020000000.167259,162,24,48,02,84,40,12,1F,C9,Benign
1020000000.167260,0A7,00,51,0F,A5,31,2D,80,A0,Benign
1020000000.169491,3C1,7B,55,1F,BC,F5,2E,A9,2E,Benign
1020000000.170509,FFF,00,00,00,00,00,00,00,00,Benign
1020000000.170510,4E7,00,00,00,14,03,6C,00,00,Benign
1020000000.171531,00E,20,54,16,02,08,09,73,92,Benign
1020000000.171532,153,00,00,00,00,00,0C,00,0A,Benign
