Time,Id,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,Label
1100000000.014207,207,24,04,60,48,12,9E,94,D0,Benign
1100000000.014208,4C9,01,99,15,82,0D,00,F6,4B,Benign
1100000000.014209,1D6,06,0B,80,80,30,24,40,80,Benign
1100000000.015226,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.016934,107,00,00,00,00,00,00,00,00,Benign
1100000000.017957,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.017959,0BA,06,98,0E,44,10,00,05,0C,Benign
1100000000.01796,0D0,72,61,0C,60,EE,00,00,00,Benign
1100000000.018956,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.018958,00E,20,52,D6,02,08,09,75,8A,Benign
1100000000.018959,354,1F,FF,40,00,00,03,E3,80,Benign
1100000000.018959,125,90,00,3F,5F,3A,E2,D3,60,Benign
1100000000.019978,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.019979,033,00,07,70,00,0F,80,07,D0,Benign
1100000000.01998,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.019981,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.020977,577,00,00,08,00,00,00,01,46,Benign
1100000000.020978,585,00,40,00,00,00,02,00,18,Benign
1100000000.025064,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.026102,20E,4E,20,03,A0,00,3F,8F,FF,Benign
1100000000.026126,522,DF,7F,D0,8E,6D,B8,4E,DC,Benign
1100000000.026128,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.026129,580,00,00,00,03,C3,88,00,00,Benign
1100000000.027091,434,03,CA,A0,A2,F2,F3,03,00,Benign
1100000000.027093,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.027094,498,87,FF,BF,FC,F0,80,00,0C,Benign
1100000000.027095,230,DB,00,08,E2,D4,00,0E,00,Benign
1100000000.028149,153,00,00,00,04,00,0C,00,04,Benign
1100000000.02815,354,1F,FF,40,00,00,03,E3,80,Benign
1100000000.029155,00E,20,52,D6,02,08,09,75,8A,Benign
1100000000.029156,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.029157,69E,04,40,04,7E,20,00,15,02,Benign
1100000000.029157,125,90,00,3F,5F,3A,E2,B5,60,Benign
1100000000.030133,662,4C,20,00,00,40,00,00,00,Benign
1100000000.030135,28B,00,00,00,00,00,00,00,00,Benign
1100000000.030136,19C,1E,04,20,1B,82,00,27,20,Benign
1100000000.030137,0D0,7A,61,0C,60,ED,00,00,00,Benign
1100000000.031164,033,00,07,68,00,0F,C0,07,D0,Benign
1100000000.031166,274,00,F2,0F,EF,10,7C,86,B9,Benign
1100000000.031167,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.03117,0A7,20,10,FA,24,E1,25,C0,A0,Benign
1100000000.032185,1CA,3F,F9,FF,80,00,00,0C,A0,Benign
1100000000.032186,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.035083,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.036101,66C,00,80,10,00,20,00,00,20,Benign
1100000000.037151,107,00,00,00,00,00,00,00,00,Benign
1100000000.038158,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.038159,295,00,00,00,00,00,00,08,40,Benign
1100000000.03816,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.039145,00E,20,52,96,02,08,09,75,90,Benign
1100000000.039146,3C1,7B,55,1F,BB,F0,74,69,2E,Benign
1100000000.039147,354,1F,FF,40,00,00,03,D4,80,Benign
1100000000.039163,125,90,00,3F,5F,3A,E2,97,60,Benign
1100000000.040166,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.040167,0D0,02,61,0C,60,FC,00,00,00,Benign
1100000000.040168,033,00,07,E0,00,0C,00,07,D0,Benign
1100000000.040169,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.041186,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.041188,2A3,00,00,00,03,FE,80,3C,00,Benign
1100000000.041189,4FD,11,4B,0A,50,65,0E,4A,08,Benign
1100000000.042993,0D7,00,00,02,00,80,00,00,00,Benign
1100000000.044403,26E,01,0A,00,82,8A,72,0A,04,Benign
1100000000.045428,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.045429,20E,4E,20,03,A0,00,3F,AF,FF,Benign
1100000000.046447,522,DF,7F,D0,8E,6D,40,4E,DC,Benign
1100000000.046448,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.046449,580,00,00,00,03,BC,08,00,00,Benign
1100000000.04645,434,03,EA,A0,A2,F2,F3,03,00,Benign
1100000000.047468,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.047469,498,87,FF,BF,FC,EF,80,00,0D,Benign
1100000000.04747,230,DA,00,08,E2,D4,00,10,00,Benign
1100000000.047471,32D,00,00,04,24,CC,01,00,00,Benign
1100000000.048468,153,00,00,00,04,00,0C,00,04,Benign
1100000000.048469,354,1F,FF,40,00,00,03,CD,00,Benign
1100000000.04847,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.049492,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.049494,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.049496,125,90,00,3F,5F,3A,E2,79,60,Benign
1100000000.049497,662,4C,20,00,00,40,00,00,00,Benign
1100000000.050484,28B,00,00,00,00,00,00,00,00,Benign
1100000000.050485,19C,02,20,20,1B,82,00,27,20,Benign
1100000000.050486,0D0,0A,61,0C,60,FB,00,00,00,Benign
1100000000.050487,033,00,07,D8,00,0C,40,07,D0,Benign
1100000000.051543,274,00,F2,01,FD,10,7C,86,B9,Benign
1100000000.051544,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.051545,6FC,00,00,07,58,D0,B7,58,00,Benign
1100000000.051546,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.051547,239,00,00,00,7D,00,00,41,80,Benign
1100000000.052509,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.05506,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.05608,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.0571,107,00,00,00,00,00,00,00,00,Benign
1100000000.058119,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.05812,0BA,06,98,0E,C4,10,00,05,0C,Benign
1100000000.058121,0D0,12,61,0C,60,FA,00,00,00,Benign
1100000000.059098,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.059099,00E,20,52,96,02,08,09,75,90,Benign
1100000000.0591,354,1F,FF,40,00,00,03,CD,00,Benign
1100000000.059101,125,90,00,3F,5F,3A,E2,5B,60,Benign
1100000000.059102,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.060137,033,00,07,D0,00,0C,80,07,D0,Benign
1100000000.060138,2E2,18,08,0D,40,40,00,01,18,Benign
1100000000.060139,345,05,02,02,C2,3C,77,40,81,Benign
1100000000.06014,430,00,34,47,8B,FC,80,12,A0,Benign
1100000000.061137,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.061138,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.061139,0F4,9A,0C,01,02,04,71,02,40,Benign
1100000000.06114,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.062156,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.062157,130,00,01,60,00,00,00,00,00,Benign
1100000000.062158,497,00,00,00,00,00,00,00,00,Benign
1100000000.063157,3C1,7B,55,1F,BC,6F,74,E9,2E,Benign
1100000000.065045,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.0661,20E,4E,20,03,A0,00,3F,CF,FF,Benign
1100000000.066101,522,DF,7F,D0,8E,6C,C8,4E,DC,Benign
1100000000.066102,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.066103,580,00,00,00,03,B4,88,00,00,Benign
1100000000.067102,434,04,0A,A0,A2,F2,F3,03,00,Benign
1100000000.067104,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.067105,498,87,FF,BF,FC,EE,80,00,0E,Benign
1100000000.067106,230,D9,00,08,E2,D4,00,12,00,Benign
1100000000.068144,4E7,00,00,00,12,03,89,00,00,Benign
1100000000.068163,354,1F,FF,40,00,00,03,BE,00,Benign
1100000000.069122,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.069123,153,00,00,00,04,00,0C,00,04,Benign
1100000000.069124,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.069125,125,90,00,3F,5F,3A,E2,3D,60,Benign
1100000000.070158,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.070159,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.07016,295,00,00,00,00,00,00,08,40,Benign
1100000000.070161,662,4C,20,00,00,40,00,00,00,Benign
1100000000.071159,684,28,DA,80,19,41,7C,50,1E,Benign
1100000000.07116,636,24,A4,00,00,F1,00,30,00,Benign
1100000000.071161,2D7,10,00,60,D8,00,00,00,08,Benign
1100000000.071162,28B,00,00,00,00,00,00,00,00,Benign
1100000000.072151,19C,06,1C,20,1B,82,00,27,20,Benign
1100000000.072152,0D0,1A,61,0C,60,F9,00,00,00,Benign
1100000000.072153,033,00,07,C8,00,0C,C0,07,D0,Benign
1100000000.072154,274,00,F2,03,FB,10,7C,86,B9,Benign
1100000000.073175,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.073176,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.073177,2D2,00,00,08,00,00,00,00,00,Benign
1100000000.073178,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.07417,3E4,01,34,00,00,05,00,00,00,Benign
1100000000.074171,65C,40,11,D2,77,50,00,00,00,Benign
1100000000.074172,577,00,00,08,00,00,00,01,46,Benign
1100000000.075192,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.076921,107,00,00,00,00,00,00,00,00,Benign
1100000000.077926,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.077927,0D0,22,61,0C,60,F8,00,00,00,Benign
1100000000.078924,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.078925,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.078926,354,1F,FF,40,00,00,03,B6,80,Benign
1100000000.078927,125,90,00,3F,5F,3A,E2,1F,60,Benign
1100000000.079945,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.079946,033,00,07,C0,00,0D,00,07,D0,Benign
1100000000.079947,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.079948,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.080963,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.082923,2C1,01,F3,EF,C7,CB,9E,43,AA,Benign
1100000000.085079,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.086084,20E,4E,20,03,A0,00,3F,CF,FF,Benign
1100000000.086086,522,DF,7F,D0,8E,6C,50,4E,DC,Benign
1100000000.086087,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.086088,580,00,00,00,03,AD,08,00,00,Benign
1100000000.087093,434,04,2A,A0,A2,F2,F3,03,00,Benign
1100000000.087094,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.087095,2B4,04,41,05,00,00,0B,B8,00,Benign
1100000000.087096,498,87,FF,BF,FC,ED,80,00,0F,Benign
1100000000.088124,464,00,02,40,00,00,90,17,96,Benign
1100000000.088125,230,D8,00,08,E2,D4,00,14,00,Benign
1100000000.088126,153,00,00,00,04,00,0C,00,04,Benign
1100000000.088127,3C1,7B,55,1F,BB,6F,B5,A9,2E,Benign
1100000000.089114,00E,20,52,D6,02,08,09,75,84,Benign
1100000000.089115,354,1F,FF,40,00,00,03,B6,80,Benign
1100000000.089116,69E,04,40,04,7E,1F,C0,15,22,Benign
1100000000.089117,125,90,00,3F,5F,3A,E3,E1,60,Benign
1100000000.090122,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.090123,662,4C,20,00,00,40,00,00,00,Benign
1100000000.090124,28B,00,00,00,00,00,00,00,00,Benign
1100000000.090125,19C,0A,18,20,1B,82,00,27,20,Benign
1100000000.091131,0D0,2A,61,0C,60,F7,00,00,00,Benign
1100000000.091132,033,00,07,B8,00,0D,40,07,D0,Benign
1100000000.091133,274,00,F2,05,F9,10,7C,86,B9,Benign
1100000000.091134,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.092131,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.092132,5B3,04,00,00,00,00,00,68,00,Benign
1100000000.092133,407,40,01,5F,F0,16,40,1C,E0,Benign
1100000000.092134,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.093151,4FD,11,48,0A,4F,61,0D,CA,08,Benign
1100000000.093152,075,0F,8E,00,0F,D5,1E,A0,00,Benign
1100000000.095058,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.096957,107,00,00,00,00,00,00,00,00,Benign
1100000000.097978,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.09798,0BA,06,98,0E,C4,10,00,05,0C,Benign
1100000000.097995,51B,28,B1,81,B1,89,C7,F8,C1,Benign
1100000000.097996,295,00,00,00,00,00,00,08,40,Benign
1100000000.098992,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.098993,00E,20,52,96,02,08,09,75,7E,Benign
1100000000.098994,354,1F,FF,40,00,00,03,A7,80,Benign
1100000000.098995,125,90,00,3F,5F,3A,E3,C3,60,Benign
1100000000.100034,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.100035,0D0,32,61,0C,60,F6,00,00,00,Benign
1100000000.100036,033,00,07,B0,00,0D,80,07,D0,Benign
1100000000.100037,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.101055,0A7,20,10,FA,24,E1,25,C0,A0,Benign
1100000000.101056,32D,00,00,04,24,CC,01,00,00,Benign
1100000000.101057,03A,00,00,00,00,00,1D,C0,00,Benign
1100000000.102909,5FD,BD,DD,FD,FF,FE,FF,ED,DA,Benign
1100000000.105099,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.106116,20E,4E,20,03,A0,00,3F,AF,FF,Benign
1100000000.106117,522,DF,7F,D0,8E,6B,D8,4E,DC,Benign
1100000000.106118,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.106119,580,00,00,00,03,A5,88,00,00,Benign
1100000000.107136,434,04,4A,A0,A2,F2,F3,03,00,Benign
1100000000.107137,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.107138,498,87,FF,BF,FC,FC,80,00,00,Benign
1100000000.107139,230,D7,00,08,E2,D4,00,16,00,Benign
1100000000.108143,153,00,00,00,04,00,0C,00,04,Benign
1100000000.108144,354,1F,FF,40,00,00,03,A7,80,Benign
1100000000.109181,00E,20,52,96,02,08,09,75,90,Benign
1100000000.109183,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.109184,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.109184,125,90,00,3F,5F,3A,E3,A5,60,Benign
1100000000.110179,662,4C,20,00,00,40,00,00,00,Benign
1100000000.11018,28B,00,00,00,00,00,00,00,00,Benign
1100000000.110184,19C,0E,14,20,1B,82,00,27,20,Benign
1100000000.110185,0D0,3A,61,0C,60,F5,00,00,00,Benign
1100000000.111151,033,00,07,A8,00,0D,C0,07,D0,Benign
1100000000.111152,274,00,F2,07,F7,10,7C,86,B9,Benign
1100000000.111153,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.111154,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.112151,03D,00,00,2A,80,00,00,00,00,Benign
1100000000.112152,4EE,A0,00,28,04,16,36,A0,00,Benign
1100000000.112153,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.113222,3C1,7B,55,1F,BB,EE,B6,29,2E,Benign
1100000000.113223,0FD,00,00,01,00,80,10,00,00,Benign
1100000000.114219,03C,00,00,04,00,31,00,00,00,Benign
1100000000.11422,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.114221,207,24,04,60,48,12,9E,94,D0,Benign
1100000000.114222,4C9,01,99,55,82,0D,00,F6,4B,Benign
1100000000.115244,1D6,02,0F,82,80,30,24,40,80,Benign
1100000000.115246,1A4,00,00,00,02,E4,CC,00,00,Benign
1100000000.115247,025,00,00,16,88,40,52,2A,E1,Benign
1100000000.115248,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.116951,107,00,00,00,00,00,00,00,00,Benign
1100000000.117932,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.117933,0D0,42,61,0C,60,F4,00,00,00,Benign
1100000000.118945,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.118946,00E,20,52,D6,02,08,09,75,8A,Benign
1100000000.118947,354,1F,FF,40,00,00,04,10,80,Benign
1100000000.118948,125,90,00,3F,5F,3A,E3,87,60,Benign
1100000000.119946,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.119947,033,00,07,A0,00,0E,00,07,D0,Benign
1100000000.119948,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.119949,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.121,55C,10,1C,00,00,43,86,30,00,Benign
1100000000.121001,577,00,00,08,00,00,00,01,46,Benign
1100000000.121002,585,00,40,00,00,00,02,00,18,Benign
1100000000.121003,69D,80,8D,CF,B0,4F,C1,FC,B1,Benign
1100000000.125057,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.126059,20E,4E,20,03,A0,00,3F,AF,FF,Benign
1100000000.12606,522,DF,7F,D0,8E,6B,60,4E,DC,Benign
1100000000.126061,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.126062,580,00,00,00,03,9E,08,00,00,Benign
1100000000.127059,434,04,68,00,A2,F2,F3,03,00,Benign
1100000000.12706,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.127061,498,87,FF,BF,FC,FB,80,00,01,Benign
1100000000.127062,230,D6,00,08,E2,D4,00,18,00,Benign
1100000000.12807,153,00,00,00,04,00,0C,00,04,Benign
1100000000.129104,354,1F,FF,40,00,00,04,09,00,Benign
1100000000.129105,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.129106,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.129107,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.129107,125,90,00,3F,5F,3A,E3,69,60,Benign
1100000000.130139,295,00,00,00,00,00,00,08,40,Benign
1100000000.13014,662,4C,20,00,00,40,00,00,00,Benign
1100000000.130141,28B,00,00,00,00,00,00,00,00,Benign
1100000000.130142,19C,12,10,20,1B,82,00,27,20,Benign
1100000000.131095,0D0,4A,61,0C,60,F3,00,00,00,Benign
1100000000.131096,033,00,07,98,00,0E,40,07,D0,Benign
1100000000.131112,274,00,F2,09,F5,10,7C,86,B9,Benign
1100000000.131113,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.132161,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.132162,1CA,3F,F9,FF,80,00,00,0C,A0,Benign
1100000000.132163,5E8,00,03,00,1C,01,3A,00,00,Benign
1100000000.132164,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.135099,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.136102,66C,00,80,10,00,20,00,00,20,Benign
1100000000.136103,618,FB,7D,BE,FF,F7,77,BF,DD,Benign
1100000000.137121,107,00,00,00,00,00,00,00,00,Benign
1100000000.138145,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.138146,0BA,06,98,0F,04,10,00,05,0C,Benign
1100000000.138147,0D0,52,61,0C,60,F2,00,00,00,Benign
1100000000.138148,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.139146,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.139147,3C1,7B,55,1F,BB,6E,76,E9,2E,Benign
1100000000.139148,125,90,00,3F,5F,3A,E3,4B,60,Benign
1100000000.139149,354,1F,FF,40,00,00,04,09,00,Benign
1100000000.140145,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.140146,033,00,07,90,00,0E,80,07,D0,Benign
1100000000.140147,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.140148,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.141161,2A3,00,00,00,03,FE,80,3C,00,Benign
1100000000.141162,4FD,11,49,0A,50,63,0E,4A,08,Benign
1100000000.14302,0D7,00,00,02,00,80,00,00,00,Benign
1100000000.144874,26E,01,0A,00,82,8A,72,0A,04,Benign
1100000000.145895,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.145897,20E,4E,20,03,A0,00,3F,8F,FF,Benign
1100000000.145898,522,DF,7F,D0,8E,6A,E8,4E,DC,Benign
1100000000.145898,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.146916,580,00,00,00,03,96,88,00,00,Benign
1100000000.146917,434,00,00,00,A2,F2,F3,03,00,Benign
1100000000.146918,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.146919,498,87,FF,BF,FC,FA,80,00,02,Benign
1100000000.147939,30A,20,22,50,00,82,0A,0A,00,Benign
1100000000.147941,1C4,00,00,02,00,02,00,00,00,Benign
1100000000.147942,2A4,2E,8C,02,1C,04,08,98,D0,Benign
1100000000.147943,32D,00,00,04,24,CC,01,00,00,Benign
1100000000.148958,354,1F,FF,40,00,00,03,FA,00,Benign
1100000000.148963,153,00,00,00,04,00,0C,00,04,Benign
1100000000.148964,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.148965,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.149938,125,90,00,3F,5F,3A,E3,2D,60,Benign
1100000000.149939,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.14994,662,4C,20,00,00,40,00,00,00,Benign
1100000000.14994,28B,00,00,00,00,00,00,00,00,Benign
1100000000.149941,19C,16,0C,20,1B,82,00,27,20,Benign
1100000000.150941,0D0,5A,61,0C,60,F1,00,00,00,Benign
1100000000.150942,033,00,07,88,00,0E,C0,07,D0,Benign
1100000000.150943,274,00,F2,0B,F3,10,7C,86,B9,Benign
1100000000.150944,0C0,20,00,00,00,00,00,00,00,Benign
1100000000.151965,6FC,00,00,07,58,B0,B7,58,00,Benign
1100000000.151966,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.151967,239,00,00,00,7D,00,00,41,80,Benign
1100000000.151968,230,D5,00,08,E2,D4,00,1A,00,Benign
1100000000.152965,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.155052,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.156071,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.157124,107,00,00,00,00,00,00,00,00,Benign
1100000000.158147,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.158149,295,00,00,00,00,00,00,08,40,Benign
1100000000.15815,2E1,00,00,00,00,00,00,00,04,Benign
1100000000.159126,00E,20,52,96,02,08,09,75,90,Benign
1100000000.159127,354,1F,FF,40,00,00,03,F2,80,Benign
1100000000.159129,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.15913,125,90,00,3F,5F,3A,E3,0F,60,Benign
1100000000.160167,0D0,62,61,0C,60,F0,00,00,00,Benign
1100000000.160168,033,00,07,80,00,0F,00,07,D0,Benign
1100000000.160169,2E2,18,08,0D,40,40,00,01,18,Benign
1100000000.16017,345,05,02,02,C2,3C,77,40,81,Benign
1100000000.161166,430,00,34,47,8B,FC,80,12,A0,Benign
1100000000.161168,162,00,08,00,03,EA,11,F4,CE,Benign
1100000000.161169,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.16117,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.162156,0F4,9A,0C,01,02,04,71,02,40,Benign
1100000000.162157,0A7,20,10,FA,24,D1,25,C0,A0,Benign
1100000000.162158,130,00,01,60,00,00,00,00,00,Benign
1100000000.162159,497,00,00,00,00,00,00,00,00,Benign
1100000000.163156,3C1,7B,55,1F,BB,AD,B7,69,2E,Benign
1100000000.165083,193,00,08,08,03,E6,E8,00,00,Benign
1100000000.166082,20E,4E,20,03,A0,00,3F,AF,FF,Benign
1100000000.166083,522,DF,7F,D0,8E,6A,70,4E,DC,Benign
1100000000.166084,366,7F,DD,C8,02,01,47,CE,78,Benign
1100000000.166085,580,00,00,00,03,8F,08,00,00,Benign
1100000000.167103,434,00,20,00,A2,F2,F3,03,00,Benign
1100000000.167105,6E0,00,00,00,00,00,00,00,00,Benign
1100000000.167106,498,87,FF,BF,FC,F9,80,00,03,Benign
1100000000.167106,230,D4,00,08,E2,D4,00,1C,00,Benign
1100000000.168144,4E7,00,00,00,12,03,89,00,00,Benign
1100000000.169124,354,1F,FF,40,00,00,03,F2,80,Benign
1100000000.169125,00E,20,52,96,02,08,09,75,8A,Benign
1100000000.169126,153,00,00,00,04,00,0C,00,04,Benign
1100000000.169127,69E,04,40,04,7E,1F,C0,15,02,Benign
1100000000.169128,125,90,00,3F,5F,3A,E2,F1,60,Benign
1100000000.170145,FFF,00,00,00,00,00,00,00,00,Benign
1100000000.170147,5E1,89,3F,E0,0B,0A,00,00,80,Benign
1100000000.170148,662,4C,20,00,00,40,00,00,00,Benign
1100000000.170149,684,28,DA,80,19,41,7C,50,1E,Benign
1100000000.171145,636,24,A4,00,00,F1,00,30,00,Benign
1100000000.171146,2D7,10,00,60,D8,00,00,00,08,Benign
1100000000.171147,28B,00,00,00,00,00,00,00,00,Benign
1100000000.171148,19C,1A,08,20,1B,82,00,27,20,Benign
